FinalID,MaxTol,SAFIT1,SAFIT2,Class,Order,FunctionalFeedingGroup,subfamily,CustomSTE
Limnebius sinuatus,5,Limnebius,Limnebius,Insecta,Coleoptera,P,,Limnebius
Limnebius sinuatus,5,Limnebius,Limnebius,Insecta,Coleoptera,SC,,Limnebius
Limnephilidae,4,Limnephilidae,Limnephilidae,Insecta,Trichoptera,SH,,Limnephilidae
Limnephilinae,NA,Limnephilidae,Limnephilidae,Insecta,Trichoptera,SH,Limnephilinae,Limnephilidae
Limnephilus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus abbreviatus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus acnestus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus acula,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus alconura,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus apache,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus aretto,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus arizona,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus assimilis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus atercus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus bifidus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus bucketti,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus canadensis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus catula,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus coloradensis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus concolor,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus deceptus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus diversus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus ectus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus elongatus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus externus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus fagus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus frijole,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus fumosus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus granti,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus harrimani,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus hyalinus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus insularis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus kalama,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus kennicotti,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus lithus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus lopho,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus lunonus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus moestus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus morrisoni,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus neoacula,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus nogus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus occidentalis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus peltus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus productus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus rothi,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus santanus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus secludens,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus sericeus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus sierrata,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus silviae,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus sitchensis,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus sperryi,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus spinatus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus submonilifer,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnephilus tulatus,3,Limnephilus,Limnephilus,Insecta,Trichoptera,SH,,Limnephilus
Limnesia,5,Limnesia,Limnesia,Arachnida,Trombidiformes,P,,Limnesia
Limnesiidae,5,Limnesiidae,Limnesiidae,Arachnida,Trombidiformes,P,,Limnesiidae
Limnichidae,NA,Limnichidae,Limnichidae,Insecta,Coleoptera,CG,,Limnichidae
Limnichites,NA,Limnichites,Limnichites,Insecta,Coleoptera,CG,,Limnichites
Limnichites foraminosus,NA,Limnichites,Limnichites,Insecta,Coleoptera,CG,,Limnichites
Limnichites nebulosus,NA,Limnichites,Limnichites,Insecta,Coleoptera,CG,,Limnichites
Limnichites perforatus,NA,Limnichites,Limnichites,Insecta,Coleoptera,CG,,Limnichites
Limnichoderus,NA,Limnichoderus,Limnichoderus,Insecta,Coleoptera,CG,,Limnichoderus
Limnichoderus lutrochinus,NA,Limnichoderus,Limnichoderus,Insecta,Coleoptera,CG,,Limnichoderus
Limnichoderus naviculatus,NA,Limnichoderus,Limnichoderus,Insecta,Coleoptera,CG,,Limnichoderus
Limnochares,5,Limnochares,Limnochares,Arachnida,Trombidiformes,P,,Limnochares
Limnochares anomala,5,Limnochares,Limnochares,Arachnida,Trombidiformes,P,,Limnochares
Limnocharidae,5,Limnocharidae,Limnocharidae,Arachnida,Trombidiformes,P,,Limnocharidae
Limnocoris,5,Limnocoris,Limnocoris,Insecta,Hemiptera,P,,Limnocoris
Limnocoris moapensis,5,Limnocoris,Limnocoris,Insecta,Hemiptera,P,,Limnocoris
Limnodrilus,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Limnodrilus angustipenis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Limnodrilus hoffmeisteri,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Limnodrilus profundicola,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Limnodrilus udekemianus,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Limnophila,4,Limnophila,Limnophila,Insecta,Diptera,P,Limoniinae,Limnophila
Limnophora,6,Limnophora,Limnophora,Insecta,Diptera,P,,Limnophora
Limnophyes,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnophyes asquamatus,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnophyes doughmani,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnophyes hamiltoni,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnophyes natalensis,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnophyes pilicistulus,8,Chironomidae,Limnophyes,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Limnoporus,NA,Limnoporus,Limnoporus,Insecta,Hemiptera,P,,Limnoporus
Limnoporus notabilis,NA,Limnoporus,Limnoporus,Insecta,Hemiptera,P,,Limnoporus
Limonia,6,Limonia,Limonia,Insecta,Diptera,SH,Limoniinae,Limonia
Limoniinae,3,Tipulidae,Tipulidae,Insecta,Diptera,SH,Limoniinae,Tipulidae
Liodessus,5,Liodessus,Liodessus,Insecta,Coleoptera,P,Hydroporinae,Liodessus
Liodessus obscurellus,5,Liodessus,Liodessus,Insecta,Coleoptera,P,Hydroporinae,Liodessus
Liodessus saratogae,5,Liodessus,Liodessus,Insecta,Coleoptera,P,Hydroporinae,Liodessus
Lipogomphus,NA,Lipogomphus,Lipogomphus,Insecta,Hemiptera,P,,Lipogomphus
Lirceus,8,Lirceus,Lirceus,Malacostraca,Isopoda,CG,,Lirceus
Ljania,5,Ljania,Ljania,Arachnida,Trombidiformes,P,,Ljania
Lopescladius,6,Chironomidae,Lopescladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Lumbricidae,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Lumbricina,8,Lumbricina,Lumbricina,Oligochaeta,Lumbricina,CG,,Lumbricina
Lumbriculidae,8,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,CG,,Oligochaeta
Lumbriculus,8,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,CG,,Oligochaeta
Lumbriculus inconstans,8,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,CG,,Oligochaeta
Lumbriculus variegata,8,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,CG,,Oligochaeta
Lymnaea,7,Lymnaea,Lymnaea,Gastropoda,Basommatophora,SC,,Lymnaea
Lymnaea auricularia,6,Lymnaea,Lymnaea,Gastropoda,Basommatophora,SC,,Lymnaea
Lymnaea columella,7,Lymnaea,Lymnaea,Gastropoda,Basommatophora,SC,,Lymnaea
Lymnaeidae,6,Lymnaeidae,Lymnaeidae,Gastropoda,Basommatophora,SC,,Lymnaeidae
Macrelmis,4,Macrelmis,Macrelmis,Insecta,Coleoptera,CG,,Macrelmis
Macrelmis moestus,4,Macrelmis moestus,Macrelmis moestus,Insecta,Coleoptera,CG,,Macrelmis moestus
Macrodiplax,9,Macrodiplax,Macrodiplax,Insecta,Odonata,P,,Macrodiplax
Macrodiplax balteata,9,Macrodiplax balteata,Macrodiplax balteata,Insecta,Odonata,P,,Macrodiplax balteata
Macromia,2,Macromia,Macromia,Insecta,Odonata,P,,Macromia
Macromia magnifica,2,Macromia magnifica,Macromia magnifica,Insecta,Odonata,P,,Macromia magnifica
Macromiidae,2,Macromiidae,Macromiidae,Insecta,Odonata,P,,Macromiidae
Macropelopia,6,Chironomidae,Macropelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Macropelopiini,NA,Chironomidae,Macropelopiini,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Macrothemis,9,Macrothemis,Macrothemis,Insecta,Odonata,P,,Macrothemis
Macrothemis inacuta,9,Macrothemis inacuta,Macrothemis inacuta,Insecta,Odonata,P,,Macrothemis inacuta
Macrothricidae,8,Macrothricidae,Macrothricidae,Branchiopoda,Cladocera,CG,,Macrothricidae
Macrovelia,NA,Macrovelia,Macrovelia,Insecta,Hemiptera,P,,Macrovelia
Macrovelia hornii,NA,Macrovelia hornii,Macrovelia hornii,Insecta,Hemiptera,P,,Macrovelia hornii
Macroveliidae,NA,Macroveliidae,Macroveliidae,Insecta,Hemiptera,P,,Macroveliidae
Malenka,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka bifurcata,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka biloba,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka californica,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka coloradensis,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka cornuta,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka depressa,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka flexura,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka marionae,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka murvoshi,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka perplexa,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka tina,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Malenka wenatchee,2,Malenka,Malenka,Insecta,Plecoptera,SH,,Malenka
Manayunkia speciosa,NA,Manayunkia speciosa,Manayunkia speciosa,Polychaeta,Canalipalpata,CF,,Manayunkia speciosa
Margaritifera,4,Margaritifera,Margaritifera,Bivalvia,Unionoida,CF,,Margaritifera
Margaritifera falcata,4,Margaritifera falcata,Margaritifera falcata,Bivalvia,Unionoida,CF,,Margaritifera falcata
Margaritiferidae,4,Margaritiferidae,Margaritiferidae,Bivalvia,Unionoida,CF,,Margaritiferidae
Marilia,0,Marilia,Marilia,Insecta,Trichoptera,SH,,Marilia
Marilia flexuosa,0,Marilia flexuosa,Marilia flexuosa,Insecta,Trichoptera,SH,,Marilia flexuosa
Marilia nobsca,0,Marilia,Marilia,Insecta,Trichoptera,SH,,Marilia
Martarega,NA,Martarega,Martarega,Insecta,Hemiptera,P,,Martarega
Martarega mexicana,NA,Martarega mexicana,Martarega mexicana,Insecta,Hemiptera,P,,Martarega mexicana
Maruina,2,Maruina,Maruina,Insecta,Diptera,SC,,Maruina
Maruina lanceolata,2,Maruina lanceolata,Maruina lanceolata,Insecta,Diptera,SC,,Maruina lanceolata
Matriella,2,Matriella,Matriella,Insecta,Ephemeroptera,CG,,Matriella
Matriella teresa,2,Matriella,Matriella teresa,Insecta,Ephemeroptera,CG,,Matriella
Mayatrichia,6,Mayatrichia,Mayatrichia,Insecta,Trichoptera,SC,,Mayatrichia
Mayatrichia acuna,6,Mayatrichia,Mayatrichia,Insecta,Trichoptera,SC,,Mayatrichia
Mayatrichia ayama,6,Mayatrichia,Mayatrichia,Insecta,Trichoptera,SC,,Mayatrichia
Mayatrichia ponta,6,Mayatrichia,Mayatrichia,Insecta,Trichoptera,SC,,Mayatrichia
Megaleuctra,0,Megaleuctra,Megaleuctra,Insecta,Plecoptera,SH,,Megaleuctra
Megaleuctra complicata,0,Megaleuctra,Megaleuctra,Insecta,Plecoptera,SH,,Megaleuctra
Megaleuctra kincaidi,0,Megaleuctra,Megaleuctra,Insecta,Plecoptera,SH,,Megaleuctra
Megaleuctra sierra,0,Megaleuctra,Megaleuctra,Insecta,Plecoptera,SH,,Megaleuctra
Megaleuctra stigmata,0,Megaleuctra,Megaleuctra,Insecta,Plecoptera,SH,,Megaleuctra
Megarcys,2,Megarcys,Megarcys,Insecta,Plecoptera,P,,Megarcys
Megarcys irregularis,2,Megarcys,Megarcys,Insecta,Plecoptera,P,,Megarcys
Megarcys signata,2,Megarcys,Megarcys,Insecta,Plecoptera,P,,Megarcys
Megarcys subtruncata,2,Megarcys,Megarcys,Insecta,Plecoptera,P,,Megarcys
Megarcys yosemite,2,Megarcys,Megarcys,Insecta,Plecoptera,P,,Megarcys
Melanoides,NA,Melanoides,Melanoides,Gastropoda,Neotaenioglossa,SC,,Melanoides
Melanoides tuberculata,NA,Melanoides tuberculata,Melanoides tuberculata,Gastropoda,Neotaenioglossa,SC,,Melanoides tuberculata
Menetus,6,Menetus,Menetus,Gastropoda,Basommatophora,SC,,Menetus
Menetus opercularis,6,Menetus,Menetus,Gastropoda,Basommatophora,SC,,Menetus
Meringodixa,2,Meringodixa,Meringodixa,Insecta,Diptera,CG,,Meringodixa
Meringodixa chalonensis,2,Meringodixa chalonensis,Meringodixa chalonensis,Insecta,Diptera,CG,,Meringodixa chalonensis
Mermithidae,5,Nematoda,Mermithida,,Mermithida,P,,Nematoda
Meropelopia,7,Chironomidae,Meropelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Meropelopia flavifrons,7,Chironomidae,Meropelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Merragata,NA,Merragata,Merragata,Insecta,Hemiptera,P,,Merragata
Merragata hebroides,NA,Merragata hebroides,Merragata hebroides,Insecta,Hemiptera,P,,Merragata hebroides
Mesobates,8,Mesobates,Mesobates,Arachnida,Trombidiformes,P,,Mesobates
Mesocapnia,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia arizonensis,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia autumna,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia bakeri,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia bulbosa,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia frisoni,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia lapwae,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia oenone,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia porrecta,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia projecta,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia werneri,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocapnia yoloensis,1,Mesocapnia,Mesocapnia,Insecta,Plecoptera,SH,,Mesocapnia
Mesocricotopus,5,Chironomidae,Mesocricotopus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Mesovelia,NA,Mesovelia,Mesovelia,Insecta,Hemiptera,P,,Mesovelia
Mesovelia amoena,NA,Mesovelia,Mesovelia,Insecta,Hemiptera,P,,Mesovelia
Mesovelia mulsanti,NA,Mesovelia,Mesovelia,Insecta,Hemiptera,P,,Mesovelia
Mesoveliidae,NA,Mesoveliidae,Mesoveliidae,Insecta,Hemiptera,P,,Mesoveliidae
Metacnephia,6,Metacnephia,Metacnephia,Insecta,Diptera,CF,,Metacnephia
Metacnephia jeanae,6,Metacnephia,Metacnephia,Insecta,Diptera,CF,,Metacnephia
Metacnephia villosa,6,Metacnephia,Metacnephia,Insecta,Diptera,CF,,Metacnephia
Metrichia,4,Metrichia,Metrichia,Insecta,Trichoptera,PH,,Metrichia
Metrichia arizonensis,4,Metrichia,Metrichia,Insecta,Trichoptera,PH,,Metrichia
Metrichia nigritta,4,Metrichia,Metrichia,Insecta,Trichoptera,PH,,Metrichia
Metriocnemus,6,Chironomidae,Metriocnemus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Metriocnemus edwardsi,6,Chironomidae,Metriocnemus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Metriocnemus stevensi,6,Chironomidae,Metriocnemus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Metriocnemus yaquina,6,Chironomidae,Metriocnemus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Metrobates,NA,Metrobates,Metrobates,Insecta,Hemiptera,P,,Metrobates
Metrobates denticornis,NA,Metrobates,Metrobates,Insecta,Hemiptera,P,,Metrobates
Metrobates trux,NA,Metrobates,Metrobates,Insecta,Hemiptera,P,,Metrobates
Micracanthia,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia bergrothi,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia fennica,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia humilis,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia quadrimaculata,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia schuhi,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micracanthia utahensis,NA,Micracanthia,Micracanthia,Insecta,Hemiptera,P,,Micracanthia
Micrasema,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema arizonica,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema bactro,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema dimicki,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema diteris,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema onisca,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema oregona,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Micrasema scissum,1,Micrasema,Micrasema,Insecta,Trichoptera,MH,,Micrasema
Microchironomus,6,Chironomidae,Microchironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Microchironomus nigrovittatus,6,Chironomidae,Microchironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Microcylloepus,4,Microcylloepus,Microcylloepus,Insecta,Coleoptera,CG,,Microcylloepus
Microcylloepus formicoideus,4,Microcylloepus,Microcylloepus,Insecta,Coleoptera,CG,,Microcylloepus
Microcylloepus moapus,4,Microcylloepus,Microcylloepus,Insecta,Coleoptera,CG,,Microcylloepus
Microcylloepus similis,2,Microcylloepus,Microcylloepus,Insecta,Coleoptera,CG,,Microcylloepus
Microcylloepus thermarum,4,Microcylloepus,Microcylloepus,Insecta,Coleoptera,CG,,Microcylloepus
Micromenetus,NA,Micromenetus,Micromenetus,Gastropoda,Basommatophora,SC,,Micromenetus
Micromenetus dilatatus,NA,Micromenetus,Micromenetus,Gastropoda,Basommatophora,SC,,Micromenetus
Micropsectra,7,Chironomidae,Micropsectra,Insecta,Diptera,CG,Chironominae,Chironominae
Micropsectra nigripila,7,Chironomidae,Micropsectra,Insecta,Diptera,CG,Chironominae,Chironominae
Micropsectra polita,7,Chironomidae,Micropsectra,Insecta,Diptera,CG,Chironominae,Chironominae
Micropsectra/ Tanytarsus,6,Chironomidae,,Insecta,Diptera,CG,Chironominae,Chironominae
Microsporidae,NA,Microsporidae,Microsporidae,Insecta,Coleoptera,SC,,Microsporidae
Microtendipes,6,Chironomidae,Microtendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Microtendipes caducus,6,Chironomidae,Microtendipes,Insecta,Diptera,CF,Chironominae,Chironominae
Microtendipes pedellus,6,Chironomidae,Microtendipes pedellus,Insecta,Diptera,CF,Chironominae,Chironominae
Microtendipes pedellus group,6,Chironomidae,Microtendipes pedellus group,Insecta,Diptera,CF,Chironominae,Chironominae
Microtendipes rydalensis group,6,Chironomidae,Microtendipes rydalensis group,Insecta,Diptera,CF,Chironominae,Chironominae
Microvelia,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia beameri,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia buenoi,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia californiensis,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia cerifera,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia fasculifera,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia gerhardi,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia glabrosulcata,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia hinei,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia paludicola,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia pulchella,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia rasilis,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia rufescens,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia signata,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Microvelia torquata,6,Microvelia,Microvelia,Insecta,Hemiptera,P,,Microvelia
Mideopsidae,NA,Mideopsidae,Mideopsidae,Arachnida,Trombidiformes,P,,Mideopsidae
Mideopsis,5,Mideopsis,Mideopsis,Arachnida,Trombidiformes,P,,Mideopsis
Mideopsis pumila,5,Mideopsis,Mideopsis,Arachnida,Trombidiformes,P,,Mideopsis
Mochlonyx,7,Mochlonyx,Mochlonyx,Insecta,Diptera,P,,Mochlonyx
Molophilus,4,Molophilus,Molophilus,Insecta,Diptera,SH,Limoniinae,Molophilus
Momonia,5,Momonia,Momonia,Arachnida,Trombidiformes,P,,Momonia
Momonia projecta,5,Momonia,Momonia,Arachnida,Trombidiformes,P,,Momonia
Momoniidae,5,Momoniidae,Momoniidae,Arachnida,Trombidiformes,P,,Momoniidae
Monodiamesa,7,Chironomidae,Monodiamesa,Insecta,Diptera,CG,Prodiamesinae,Prodiamesinae
Monohelea,6,Monohelea,Monohelea,Insecta,Diptera,P,Ceratopogoninae,Monohelea
Monopelopia,6,Chironomidae,Monopelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Monopelopia boliekae,6,Chironomidae,Monopelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Monopelopia tenuicalcar,6,Chironomidae,Monopelopia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Mooreobdella,8,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,P,,Mooreobdella
Mooreobdella fervida,8,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,P,,Mooreobdella
Mooreobdella microstoma,8,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,P,,Mooreobdella
Mooreobdella tetragon,8,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,P,,Mooreobdella
Morphocorixa,8,Morphocorixa,Morphocorixa,Insecta,Hemiptera,P,,Morphocorixa
Morphocorixa lundbladi,8,Morphocorixa,Morphocorixa,Insecta,Hemiptera,P,,Morphocorixa
Moselia,0,Moselia,Moselia,Insecta,Plecoptera,SH,,Moselia
Moselia infuscata,0,Moselia infuscata,Moselia infuscata,Insecta,Plecoptera,SH,,Moselia infuscata
Moselyana,1,Moselyana,Moselyana,Insecta,Trichoptera,CG,,Moselyana
Moselyana comosa,1,Moselyana comosa,Moselyana comosa,Insecta,Trichoptera,CG,,Moselyana comosa
Muscidae,6,Muscidae,Muscidae,Insecta,Diptera,P,,Muscidae
Musculium,8,Musculium,Musculium,Bivalvia,Veneroida,CF,,Musculium
Musculium lacustre,5,Musculium,Musculium,Bivalvia,Veneroida,CF,,Musculium
Musculium partumeium,8,Musculium,Musculium,Bivalvia,Veneroida,CF,,Musculium
Musculium securis,5,Musculium,Musculium,Bivalvia,Veneroida,CF,,Musculium
Musculium transversum,NA,Musculium,Musculium,Bivalvia,Veneroida,CF,,Musculium
Mysidae,NA,Mysidae,Mysidae,Malacostraca,Mysida,CF,,Mysidae
Mysis,NA,Mysis,Mysis,Malacostraca,Mysida,CF,,Mysis
Mysis diluviana,NA,Mysis diluviana,Mysis diluviana,Malacostraca,Mysida,CF,,Mysis diluviana
Mystacides,4,Mystacides,Mystacides,Insecta,Trichoptera,OM,,Mystacides
